year,"last_name, first_name",pitcher_id,team_name,team_name_abbrev,pitch_hand,avg_speed,pitches_thrown,total_pitches,pitches_per_game,pitch_per,pitch_type,pitch_type_name,pitcher_break_z,league_break_z,diff_z,rise,pitcher_break_x,league_break_x,diff_x,tail,percent_rank_diff_z,percent_rank_diff_x
2024,"Greene, Hunter",668881,Reds,CIN,R,97.7,1187,2139,19.80555556,0.554932211,FF,4-Seam Fastball,12.2,-12.7,0.6,4,8.8,-7.6,1.2,16,0.681818182,0.648989899
2024,"Peralta, Freddy",642547,Brewers,MIL,R,94.4,1147,2121,19.63888889,0.54078265,FF,4-Seam Fastball,14.1,-15.7,1.6,10,6.8,-8.4,-1.6,-19,0.843434343,0.26010101
2024,"Gore, MacKenzie",669022,Nationals,WSH,L,96.3,1144,2078,19.06422018,0.550529355,FF,4-Seam Fastball,11.9,-13.5,1.7,12,5.8,-7.3,-1.5,-21,0.858585859,0.275252525
2024,"Abbott, Andrew",671096,Reds,CIN,L,92.9,1072,1963,18.17592593,0.546102904,FF,4-Seam Fastball,15.5,-15.8,0.3,2,8.9,-7.2,1.6,23,0.601010101,0.704545455
2024,"Rodón, Carlos",607074,Yankees,NYY,L,95.5,1048,2124,19.30909091,0.493408663,FF,4-Seam Fastball,12.3,-13.7,1.4,10,8.7,-7.1,1.6,23,0.808080808,0.704545455
2024,"Gausman, Kevin",592332,Blue Jays,TOR,R,94,1031,1998,18.33027523,0.516016016,FF,4-Seam Fastball,14.1,-15.3,1.1,7,11,-7.5,3.6,48,0.77020202,0.898989899
2024,"Crochet, Garrett",676979,White Sox,CWS,L,97,1011,1857,16.72972973,0.544426494,FF,4-Seam Fastball,13.5,-12.8,-0.6,-5,8.2,-7,1.1,16,0.401515152,0.628787879
2024,"Cease, Dylan",656302,Padres,SD,R,97,1003,2297,20.88181818,0.436656508,FF,4-Seam Fastball,10.7,-12.9,2.3,17,2.6,-7.4,-4.8,-65,0.936868687,0.053030303
2024,"Castillo, Luis",622491,Mariners,SEA,R,95.5,978,2206,20.05454545,0.443336355,FF,4-Seam Fastball,17.7,-17.3,-0.5,-3,12.1,-11.3,0.8,7,0.409090909,0.575757576
2024,"Heaney, Andrew",571760,Rangers,TEX,L,91.6,978,1857,17.03669725,0.526655897,FF,4-Seam Fastball,19.1,-18.4,-0.7,-4,15.6,-10.2,5.4,53,0.373737374,0.974747475
2024,"Kikuchi, Yusei",579328,Blue Jays,TOR,L,95.6,968,1955,17.93577982,0.495140665,FF,4-Seam Fastball,13.2,-14.8,1.6,11,7.7,-8.4,-0.7,-9,0.843434343,0.376262626
2024,"Cease, Dylan",656302,Padres,SD,R,87.7,967,2297,20.88181818,0.420983892,SL,Slider,33.6,-33.3,0.3,1,2.1,4.1,-2,-49,0.516447368,0.266447368
2024,"Cortes, Nestor",641482,Yankees,NYY,L,91.9,966,2138,19.43636364,0.451824135,FF,4-Seam Fastball,13.4,-16,2.5,16,4.9,-7.2,-2.3,-32,0.957070707,0.176767677
2024,"Gil, Luis",661563,Yankees,NYY,R,96.8,964,1923,17.48181818,0.501300052,FF,4-Seam Fastball,12.1,-13.4,1.4,10,5.5,-7.6,-2.1,-27,0.808080808,0.212121212
2024,"Harrison, Kyle",690986,Giants,SF,L,92.7,963,1592,14.47272727,0.604899497,FF,4-Seam Fastball,21.2,-17.8,-3.4,-19,14.6,-10.2,4.3,42,0.063131313,0.934343434
2024,"Ryan, Joe",657746,Twins,MIN,R,94,951,1970,18.41121495,0.482741117,FF,4-Seam Fastball,17.1,-17.5,0.3,2,11.7,-10.8,0.9,8,0.601010101,0.598484848
2024,"Nelson, Ryne",669194,D-backs,AZ,R,95,920,1700,15.59633028,0.541176471,FF,4-Seam Fastball,12.3,-14.1,1.8,13,5.8,-7,-1.2,-17,0.888888889,0.315656566
2024,"Paxton, James",572020,Red Sox,BOS,L,93.2,920,1613,15.07476636,0.570365778,FF,4-Seam Fastball,17.6,-15.2,-2.4,-16,10.5,-7,3.6,51,0.154040404,0.898989899
2024,"Burnes, Corbin",669203,Orioles,BAL,R,95.5,916,2084,19.11926606,0.439539347,FC,Cutter,16.4,-17.6,1.1,6,2.1,1.8,0.4,22,0.75625,0.63125
2024,"López, Reynaldo",625643,Braves,ATL,R,95.4,913,1626,15.19626168,0.561500615,FF,4-Seam Fastball,13.6,-14.3,0.7,5,7.2,-7.5,-0.2,-3,0.704545455,0.441919192
2024,"Hicks, Jordan",663855,Giants,SF,R,94.3,907,1791,16.28181818,0.506420994,SI,Sinker,25.2,-22.4,2.8,13,15.8,-14.9,0.9,6,0.833935018,0.646209386
2024,"Imanaga, Shota",684007,Cubs,CHC,L,91.8,902,1657,15.06363636,0.544357272,FF,4-Seam Fastball,14.4,-17,2.6,15,10.1,-8.2,1.9,24,0.964646465,0.73989899
2024,"Bibee, Tanner",676440,Guardians,CLE,R,94.6,902,2031,18.98130841,0.444116199,FF,4-Seam Fastball,14.4,-14.1,-0.2,-1,4,-6.8,-2.8,-41,0.462121212,0.143939394
2024,"Steele, Justin",657006,Cubs,CHC,L,91.6,900,1504,13.67272727,0.598404255,FF,4-Seam Fastball,19.1,-16.1,-3,-19,0.3,-6.7,-6.4,-96,0.088383838,0.022727273
2024,"Sánchez, Cristopher",650911,Phillies,PHI,L,94.4,886,1844,17.07407407,0.480477223,SI,Sinker,23.2,-20.4,2.8,14,17.7,-14.1,3.6,25,0.833935018,1
2024,"Ragans, Cole",666142,Royals,KC,L,95.7,878,2136,19.59633028,0.411048689,FF,4-Seam Fastball,13,-13.5,0.5,4,12.6,-7.1,5.5,77,0.664141414,0.977272727
2024,"Bassitt, Chris",605135,Blue Jays,TOR,R,92.6,878,2136,19.59633028,0.411048689,SI,Sinker,23.4,-24.2,-0.8,-3,16.4,-15.1,1.3,8,0.451263538,0.736462094
2024,"Webb, Logan",657277,Giants,SF,R,92.2,871,2241,20.37272727,0.388665774,SI,Sinker,31,-25.5,5.6,22,15,-15.4,-0.4,-3,0.971119134,0.306859206
2024,"Rodriguez, Grayson",680570,Orioles,BAL,R,96.1,871,1879,17.23853211,0.463544439,FF,4-Seam Fastball,13.9,-13.8,-0.1,-1,12.6,-7.6,5.1,67,0.492424242,0.967171717
2024,"Lynn, Lance",458681,Cardinals,STL,R,92.4,868,1857,17.19444444,0.467420571,FF,4-Seam Fastball,19.1,-16.4,-2.7,-17,3.9,-7.6,-3.7,-49,0.118686869,0.098484848
2024,"Singer, Brady",663903,Royals,KC,R,82.9,855,2004,18.3853211,0.426646707,SL,Slider,40.3,-38.5,1.9,5,4.4,6.9,-2.5,-36,0.720394737,0.203947368
2024,"Valdez, Framber",664285,Astros,HOU,L,93.9,852,1730,16.01851852,0.492485549,SI,Sinker,25.3,-22.7,2.6,11,16.6,-14.8,1.8,12,0.826714801,0.844765343
2024,"Wheeler, Zack",554430,Phillies,PHI,R,95.1,851,2075,19.21296296,0.410120482,FF,4-Seam Fastball,15.6,-15,-0.5,-4,9.5,-8.5,1,12,0.409090909,0.613636364
2024,"Houck, Tanner",656557,Red Sox,BOS,R,83.1,840,1979,18.4953271,0.424456796,ST,Sweeper,41.5,-38.9,2.6,7,16.9,14.4,2.6,18,0.741666667,0.833333333
2024,"Glasnow, Tyler",607192,Dodgers,LAD,R,96.3,829,1822,16.71559633,0.454994512,FF,4-Seam Fastball,12.7,-13.3,0.5,4,0.4,-6.5,-6,-93,0.664141414,0.035353535
2024,"Singer, Brady",663903,Royals,KC,R,92.2,817,2004,18.3853211,0.407684631,SI,Sinker,22.6,-25.1,-2.4,-10,14.4,-15.3,-0.9,-6,0.25631769,0.245487365
2024,"Quantrill, Cal",615698,Rockies,COL,R,93.8,814,2051,18.81651376,0.396879571,SI,Sinker,17.1,-20.8,-3.7,-18,11.2,-14.1,-2.9,-20,0.115523466,0.086642599
2024,"Anderson, Tyler",542881,Angels,LAA,L,89.2,811,2000,18.51851852,0.4055,FF,4-Seam Fastball,14.7,-16.8,2.1,12,4.2,-5.3,-1.1,-20,0.924242424,0.330808081
2024,"Miller, Bryce",682243,Mariners,SEA,R,95.1,804,1833,16.66363636,0.438625205,FF,4-Seam Fastball,12.2,-14.8,2.6,18,6.5,-7.9,-1.4,-18,0.964646465,0.297979798
2024,"López, Pablo",641154,Twins,MIN,R,94.7,790,2008,18.76635514,0.393426295,FF,4-Seam Fastball,15.7,-14.8,-1,-7,5.5,-7.7,-2.1,-28,0.313131313,0.212121212
2024,"Parker, Mitchell",680730,Nationals,WSH,L,92.5,776,1569,14.39449541,0.494582537,FF,4-Seam Fastball,14.7,-15.6,0.9,6,5.6,-6.8,-1.2,-17,0.732323232,0.315656566
2024,"Irvin, Jake",663623,Nationals,WSH,R,94.1,749,2042,18.73394495,0.366797258,FF,4-Seam Fastball,16.4,-14.9,-1.5,-10,9.8,-7.3,2.5,34,0.244949495,0.825757576
2024,"Sale, Chris",519242,Braves,ATL,L,78.7,743,1914,17.88785047,0.388192268,SL,Slider,49.4,-45.3,4.2,9,10.8,9.9,0.8,8,0.907894737,0.631578947
2024,"Greene, Hunter",668881,Reds,CIN,R,86.8,740,2139,19.80555556,0.345956054,SL,Slider,32.6,-34.3,-1.7,-5,6.3,4.5,1.8,39,0.263157895,0.726973684
2024,"Anderson, Tyler",542881,Angels,LAA,L,78.7,739,2000,18.51851852,0.3695,CH,Changeup,32.2,-36.6,-4.4,-12,12.7,-12.7,0,0,0.090534979,0.399176955
2024,"Gallen, Zac",668678,D-backs,AZ,R,93.4,735,1544,14.16513761,0.476036269,FF,4-Seam Fastball,14.5,-15.3,0.8,5,4.4,-7.1,-2.8,-39,0.712121212,0.143939394
2024,"Pepiot, Ryan",686752,Rays,TB,R,94.9,734,1433,13.26851852,0.512212142,FF,4-Seam Fastball,11.3,-14.3,3.1,21,8.3,-7.2,1.1,15,0.982323232,0.628787879
2024,"Brown, Hunter",686613,Astros,HOU,R,95.8,733,1999,18.50925926,0.366683342,FF,4-Seam Fastball,12.5,-13.4,0.9,7,4.3,-6.8,-2.6,-38,0.732323232,0.156565657
2024,"Flexen, Chris",623167,White Sox,CWS,R,91.3,732,1910,17.20720721,0.383246073,FF,4-Seam Fastball,14.6,-15,0.3,2,1.3,-5.3,-4,-75,0.601010101,0.078282828
2024,"Webb, Logan",657277,Giants,SF,R,87.3,729,2241,20.37272727,0.325301205,CH,Changeup,40.4,-35,5.4,16,10.2,-13.9,-3.7,-26,0.958847737,0.049382716
2024,"Morton, Charlie",450203,Braves,ATL,R,81.4,729,1761,16.45794393,0.413969336,CU,Curveball,50.5,-49.6,0.8,2,13.4,10.2,3.2,31,0.447236181,0.809045226
2024,"Allen, Logan",671106,Guardians,CLE,L,91.2,726,1505,14.06542056,0.482392027,FF,4-Seam Fastball,17.4,-17.5,0.1,1,8.5,-8.3,0.2,3,0.558080808,0.5
2024,"Gomber, Austin",596295,Rockies,COL,L,90.5,722,1776,16.29357798,0.406531532,FF,4-Seam Fastball,16.2,-15.9,-0.2,-2,7.2,-5.4,1.8,34,0.462121212,0.732323232
2024,"Sale, Chris",519242,Braves,ATL,L,94.9,719,1914,17.88785047,0.375653083,FF,4-Seam Fastball,20.3,-15.8,-4.5,-28,14.7,-9,5.7,63,0.03030303,0.987373737
2024,"Pivetta, Nick",601713,Red Sox,BOS,R,94.1,715,1485,13.87850467,0.481481481,FF,4-Seam Fastball,11.1,-13.4,2.3,17,3.9,-5.6,-1.6,-29,0.936868687,0.26010101
2024,"Bello, Brayan",678394,Red Sox,BOS,R,95.8,713,1778,16.61682243,0.401012373,SI,Sinker,25.9,-23.7,2.2,9,17.4,-15.8,1.6,10,0.794223827,0.823104693
2024,"Blanco, Ronel",669854,Astros,HOU,R,93.4,708,1901,17.60185185,0.37243556,FF,4-Seam Fastball,13.2,-14.9,1.7,12,7.4,-6.7,0.6,10,0.858585859,0.537878788
2024,"Irvin, Jake",663623,Nationals,WSH,R,81,707,2042,18.73394495,0.346229187,CU,Curveball,44.5,-50.6,-6,-12,12.2,8.7,3.5,40,0.055276382,0.834170854
2024,"Flaherty, Jack",656427,Tigers,DET,R,93.5,706,1679,15.40366972,0.420488386,FF,4-Seam Fastball,15.9,-15.9,0,0,3.6,-8,-4.4,-55,0.512626263,0.065656566
2024,"Kirby, George",669923,Mariners,SEA,R,95.8,702,2062,18.74545455,0.340446169,FF,4-Seam Fastball,14,-13.9,0,0,9.3,-7.4,1.9,25,0.512626263,0.73989899
2024,"Canning, Griffin",656288,Angels,LAA,R,93.5,702,1956,18.11111111,0.358895706,FF,4-Seam Fastball,15.4,-15.3,-0.1,0,8.1,-7.5,0.6,8,0.492424242,0.537878788
2024,"Falter, Bailey",663559,Pirates,PIT,L,91.7,696,1370,12.68518519,0.508029197,FF,4-Seam Fastball,14.9,-16.1,1.2,8,2.7,-6.7,-4,-60,0.79040404,0.078282828
2024,"Manaea, Sean",640455,Mets,NYM,L,92.4,695,1943,17.99074074,0.357694287,SI,Sinker,22.7,-23.9,-1.2,-5,16.8,-15,1.8,12,0.397111913,0.844765343
2024,"Arrighetti, Spencer",681293,Astros,HOU,R,94,695,1656,15.33333333,0.41968599,FF,4-Seam Fastball,15.5,-16,0.6,4,11.3,-8.8,2.4,28,0.681818182,0.803030303
2024,"Suárez, Albert",544150,Orioles,BAL,R,95,693,1337,12.26605505,0.518324607,FF,4-Seam Fastball,13.8,-13.7,-0.1,-1,8.1,-6.6,1.5,23,0.492424242,0.689393939
2024,"Stroman, Marcus",573186,Yankees,NYY,R,89.9,690,1925,17.5,0.358441558,SI,Sinker,30.6,-28.1,2.5,9,9.8,-14.5,-4.7,-33,0.815884477,0.039711191
2024,"Jones, Jared",683003,Pirates,PIT,R,97.3,686,1378,12.75925926,0.497822932,FF,4-Seam Fastball,12,-13.7,1.7,12,8.1,-8.3,-0.2,-2,0.858585859,0.441919192
2024,"Lodolo, Nick",666157,Reds,CIN,L,94.1,684,1536,14.22222222,0.4453125,FF,4-Seam Fastball,21.2,-15.5,-5.7,-37,17.5,-8.1,9.3,115,0.012626263,0.997474747
2024,"McKenzie, Triston",663474,Guardians,CLE,R,91.1,682,1304,12.18691589,0.523006135,FF,4-Seam Fastball,13.2,-15.7,2.5,16,1.6,-5.6,-4,-72,0.957070707,0.078282828
2024,"Quantrill, Cal",615698,Rockies,COL,R,86.2,682,2051,18.81651376,0.332520722,FS,Split-Finger,32.4,-33.2,-0.7,-2,9.2,-9.5,-0.4,-4,0.433333333,0.45
2024,"Corbin, Patrick",571578,Nationals,WSH,L,91.5,680,1961,17.99082569,0.346761856,SI,Sinker,22,-22.9,-0.9,-4,14.1,-14.3,-0.2,-2,0.440433213,0.346570397
2024,"Nola, Aaron",605400,Phillies,PHI,R,79.2,678,2106,19.5,0.321937322,CU,Curveball,53.6,-52.3,1.3,3,13.7,12.3,1.4,11,0.502512563,0.653266332
2024,"Ober, Bailey",641927,Twins,MIN,R,91.9,676,1740,16.26168224,0.388505747,FF,4-Seam Fastball,15.5,-15.7,0.2,1,7.9,-6.5,1.4,22,0.588383838,0.676767677
2024,"Severino, Luis",622663,Mets,NYM,R,96,670,1951,18.06481481,0.343413634,FF,4-Seam Fastball,14,-13.7,-0.2,-2,6.6,-7.5,-0.8,-11,0.462121212,0.363636364
2024,"Berríos, José",621244,Blue Jays,TOR,R,93.5,659,2021,18.5412844,0.3260762,SI,Sinker,19.9,-23,-3.1,-13,15.7,-14.9,0.7,5,0.173285199,0.57400722
2024,"Soriano, José",667755,Angels,LAA,R,97.8,655,1480,13.7037037,0.442567568,SI,Sinker,24.1,-19.5,4.6,24,15.5,-14.7,0.8,5,0.942238267,0.610108303
2024,"Gray, Jon",592351,Rangers,TEX,R,94.9,654,1468,13.46788991,0.445504087,FF,4-Seam Fastball,17.1,-15.1,-2,-14,10.4,-8,2.4,30,0.184343434,0.803030303
2024,"Gray, Jon",592351,Rangers,TEX,R,88.7,651,1468,13.46788991,0.44346049,SL,Slider,29.3,-32.4,-3.1,-10,1.6,3.9,-2.3,-59,0.141447368,0.233552632
2024,"Pfaadt, Brandon",694297,D-backs,AZ,R,93.5,647,1845,16.9266055,0.350677507,FF,4-Seam Fastball,16.5,-15.6,-0.9,-6,5.3,-7.6,-2.3,-31,0.325757576,0.176767677
2024,"Ashcraft, Graham",668933,Reds,CIN,R,95.6,643,1342,12.42592593,0.479135618,FC,Cutter,19.7,-20.1,0.4,2,1.1,1.1,0,-4,0.625,0.5375
2024,"Vodnik, Victor",680767,Rockies,COL,R,97.8,641,1005,9.220183486,0.637810945,FF,4-Seam Fastball,14,-13.5,-0.5,-4,6.6,-8.4,-1.8,-21,0.409090909,0.234848485
2024,"Littell, Zack",641793,Rays,TB,R,86.7,639,1835,16.99074074,0.348228883,SL,Slider,29.5,-34.4,-5,-14,2.6,4.4,-1.8,-40,0.026315789,0.292763158
2024,"Feltner, Ryan",663372,Rockies,COL,R,94.7,634,1864,17.10091743,0.340128755,FF,4-Seam Fastball,16.7,-15.1,-1.6,-11,5.1,-8,-2.9,-36,0.237373737,0.133838384
2024,"Sears, JP",676664,Athletics,OAK,L,92.2,633,1922,17.47272727,0.329344433,FF,4-Seam Fastball,17.6,-18.4,0.8,4,11.7,-10.9,0.8,8,0.712121212,0.575757576
2024,"Gausman, Kevin",592332,Blue Jays,TOR,R,85.8,632,1998,18.33027523,0.316316316,FS,Split-Finger,31.1,-33.9,-2.8,-8,16.2,-10.9,5.3,49,0.2,0.983333333
2024,"Marsh, Alec",679525,Royals,KC,R,94.1,626,1671,15.33027523,0.374625972,FF,4-Seam Fastball,15.9,-15.4,-0.5,-3,9.7,-7.9,1.8,22,0.409090909,0.732323232
2024,"Sánchez, Cristopher",650911,Phillies,PHI,L,85.1,626,1844,17.07407407,0.339479393,CH,Changeup,37.1,-31.6,5.5,17,17.7,-14.3,3.5,24,0.962962963,0.958847737
2024,"Kopech, Michael",656629,Dodgers,LAD,R,98.6,626,795,7.293577982,0.787421384,FF,4-Seam Fastball,10,-12.4,2.4,19,10,-8,1.9,24,0.952020202,0.73989899
2024,"Crawford, Kutter",676710,Red Sox,BOS,R,92.6,625,1833,17.13084112,0.340971086,FF,4-Seam Fastball,12.4,-15.5,3.1,20,7.8,-7.1,0.8,11,0.982323232,0.575757576
2024,"Paddack, Chris",663978,Twins,MIN,R,93.3,625,1460,13.64485981,0.428082192,FF,4-Seam Fastball,14.6,-14.7,0.1,1,10.6,-6.4,4.2,65,0.558080808,0.921717172
2024,"Eovaldi, Nathan",543135,Rangers,TEX,R,95.6,624,1670,15.32110092,0.373652695,FF,4-Seam Fastball,18.6,-15,-3.6,-24,14.2,-8.4,5.8,69,0.058080808,0.98989899
2024,"Cortes, Nestor",641482,Yankees,NYY,L,87.3,624,2138,19.43636364,0.291861553,FC,Cutter,27.6,-28.6,1,4,4.6,2.8,1.9,68,0.75,0.84375
2024,"Corbin, Patrick",571578,Nationals,WSH,L,79.5,624,1961,17.99082569,0.318204997,SL,Slider,43,-43.3,-0.3,-1,2.9,6.7,-3.8,-56,0.414473684,0.082236842
2024,"Gilbert, Logan",669302,Mariners,SEA,R,96.3,622,1999,18.17272727,0.311155578,FF,4-Seam Fastball,13.4,-13.5,0.1,1,6.4,-6.5,-0.2,-3,0.558080808,0.441919192
2024,"Rogers, Trevor",669432,Marlins,MIA,L,92,619,1886,17.46296296,0.328207847,FF,4-Seam Fastball,17.7,-16.3,-1.3,-8,11.8,-7.1,4.7,66,0.267676768,0.957070707
2024,"Blanco, Ronel",669854,Astros,HOU,R,86.3,614,1901,17.60185185,0.322987901,SL,Slider,28.9,-34.7,-5.8,-17,2.1,4.5,-2.4,-54,0.009868421,0.217105263
2024,"Spence, Mitch",687765,Athletics,OAK,R,91,610,1528,13.89090909,0.39921466,FC,Cutter,26.6,-24.4,-2.2,-9,3.7,2.6,1.1,43,0.18125,0.75
2024,"Fedde, Erick",607200,White Sox,CWS,R,90,609,1972,17.76576577,0.308823529,FC,Cutter,26.3,-25.7,-0.7,-3,2.8,2.7,0.1,2,0.40625,0.55625
2024,"Estes, Joey",683155,Athletics,OAK,R,92.6,608,1109,10.08181818,0.548241659,FF,4-Seam Fastball,15.5,-15.7,0.2,1,9,-7.3,1.7,23,0.588383838,0.714646465
2024,"Woods Richardson, Simeon",680573,Twins,MIN,R,93.2,605,1529,14.28971963,0.395683453,FF,4-Seam Fastball,14.2,-14.7,0.5,3,5.6,-6.2,-0.7,-11,0.664141414,0.376262626
2024,"Keller, Mitch",656605,Pirates,PIT,R,94.6,605,1973,18.26851852,0.306639635,FF,4-Seam Fastball,16,-14.9,-1.1,-8,9.2,-7.6,1.6,21,0.300505051,0.704545455
2024,"Gilbert, Logan",669302,Mariners,SEA,R,88.2,605,1999,18.17272727,0.302651326,SL,Slider,35.2,-33.2,2,6,1,3.1,-2.2,-69,0.740131579,0.243421053
2024,"Berríos, José",621244,Blue Jays,TOR,R,83.1,603,2021,18.5412844,0.298367145,SV,Slurve,44.8,-44.9,-0.1,0,15.1,14.7,0.3,2,0.4,0.6
2024,"Assad, Javier",665871,Cubs,CHC,R,91.7,602,1645,14.95454545,0.365957447,SI,Sinker,21.3,-23.3,-2,-8,13.8,-14.5,-0.7,-5,0.285198556,0.274368231
2024,"Skubal, Tarik",669373,Tigers,DET,L,96.8,600,1917,17.58715596,0.312989045,FF,4-Seam Fastball,13,-13,0,0,6.9,-7.3,-0.4,-6,0.512626263,0.411616162
2024,"Houck, Tanner",656557,Red Sox,BOS,R,93.4,599,1979,18.4953271,0.30267812,SI,Sinker,31.1,-23.8,7.3,31,15.9,-15.2,0.7,4,0.989169675,0.57400722
2024,"Cecconi, Slade",677944,D-backs,AZ,R,94.1,596,1085,9.95412844,0.549308756,FF,4-Seam Fastball,16.4,-15.4,-1,-7,14,-7.7,6.3,81,0.313131313,0.994949495
2024,"Fedde, Erick",607200,White Sox,CWS,R,93.1,588,1972,17.76576577,0.298174442,SI,Sinker,22,-22.4,-0.5,-2,9.6,-14.6,-5,-34,0.490974729,0.032490975
2024,"Bradley, Taj",671737,Rays,TB,R,96.3,588,1387,12.84259259,0.423936554,FF,4-Seam Fastball,11.1,-13.4,2.3,17,5.5,-7.2,-1.7,-24,0.936868687,0.244949495
2024,"Civale, Aaron",650644,Brewers,MIL,R,88.1,583,1836,17,0.317538126,FC,Cutter,27.5,-27.2,-0.4,-1,4,3.2,0.9,27,0.45,0.71875
2024,"Hader, Josh",623352,Astros,HOU,L,96,569,792,7.333333333,0.718434343,SI,Sinker,10.5,-20.7,-10.2,-49,6.9,-14.7,-7.8,-53,0,0.007220217
2024,"Crawford, Kutter",676710,Red Sox,BOS,R,87.5,565,1833,17.13084112,0.308237861,FC,Cutter,26.6,-28.2,1.6,6,5.1,3.1,2,64,0.81875,0.85
2024,"Sears, JP",676664,Athletics,OAK,L,78.8,561,1922,17.47272727,0.291883455,ST,Sweeper,40.2,-40.3,-0.2,0,13.5,15,-1.6,-10,0.45,0.241666667
2024,"Harvey, Hunter",640451,Royals,KC,R,97.8,552,873,8.009174312,0.632302405,FF,4-Seam Fastball,11.8,-13,1.1,9,7.2,-7.8,-0.6,-8,0.77020202,0.386363636
2024,"Imanaga, Shota",684007,Cubs,CHC,L,83.1,549,1657,15.06363636,0.331321666,FS,Split-Finger,32.6,-36,-3.4,-9,10.5,-9.9,0.6,6,0.1,0.633333333
2024,"Clase, Emmanuel",661403,Guardians,CLE,R,99.3,549,678,6.336448598,0.809734513,FC,Cutter,16.2,-15.9,-0.3,-2,3.5,2.3,1.3,55,0.49375,0.775
2024,"Rodón, Carlos",607074,Yankees,NYY,L,86.8,549,2124,19.30909091,0.258474576,SL,Slider,37.2,-34.3,2.9,9,6.5,4.4,2.2,50,0.832236842,0.766447368
2024,"Rea, Colin",607067,Brewers,MIL,R,92.3,549,1797,16.63888889,0.305509182,SI,Sinker,23.2,-24.1,-0.8,-3,14,-15,-1,-7,0.451263538,0.223826715
2024,"Eflin, Zach",621107,Orioles,BAL,R,91.7,548,1713,15.71559633,0.319906597,SI,Sinker,28.2,-24,4.2,18,15.6,-14.8,0.8,6,0.920577617,0.610108303
2024,"Montas, Frankie",593423,Reds,CIN,R,95.3,548,1613,14.93518519,0.339739616,FF,4-Seam Fastball,14.9,-14.5,-0.4,-3,5.9,-8,-2.1,-26,0.429292929,0.212121212
2024,"Nola, Aaron",605400,Phillies,PHI,R,92.4,547,2106,19.5,0.259734093,FF,4-Seam Fastball,17.6,-17.7,0.1,1,11.7,-9.1,2.6,29,0.558080808,0.838383838
2024,"Mize, Casey",663554,Tigers,DET,R,95.6,545,1388,12.73394495,0.392651297,FF,4-Seam Fastball,13.8,-14,0.2,2,7.6,-7.3,0.2,3,0.588383838,0.5
2024,"Suárez, Ranger",624133,Phillies,PHI,L,90.9,542,1780,16.48148148,0.304494382,SI,Sinker,28.2,-24.3,3.9,16,15.1,-14.7,0.4,3,0.898916968,0.505415162
2024,"Quintana, Jose",500779,Mets,NYM,L,90.7,542,1872,17.33333333,0.289529915,SI,Sinker,20.4,-24.5,-4.1,-17,13.5,-14.8,-1.3,-9,0.090252708,0.19133574
2024,"Harris, Hogan",663687,Athletics,OAK,L,93,539,941,8.554545455,0.572794899,FF,4-Seam Fastball,15.1,-15.5,0.4,3,10.2,-7.1,3.1,44,0.643939394,0.866161616
2024,"Adams, Austin",613534,Athletics,OAK,R,87.7,539,729,6.627272727,0.739368999,SL,Slider,36.7,-34.8,1.9,6,9.4,5.1,4.3,83,0.720394737,0.898026316
2024,"Gil, Luis",661563,Yankees,NYY,R,91.7,538,1923,17.48181818,0.279771191,CH,Changeup,27.5,-28.5,-1,-3,14.8,-14.9,0,0,0.407407407,0.399176955
2024,"Wacha, Michael",608379,Royals,KC,R,81.4,535,1682,15.43119266,0.318073722,CH,Changeup,35.5,-32.5,3,9,12.8,-12.8,0.1,0,0.83127572,0.419753086
2024,"Canning, Griffin",656288,Angels,LAA,R,88.6,535,1956,18.11111111,0.273517382,CH,Changeup,30.7,-30.5,0.2,1,16.4,-15,1.5,10,0.551440329,0.720164609
2024,"Fried, Max",608331,Braves,ATL,L,93.8,535,1719,16.06542056,0.311227458,FF,4-Seam Fastball,20.3,-15,-5.3,-35,0.3,-7.2,-7.5,-104,0.02020202,0.012626263
2024,"Smith, Cade",671922,Guardians,CLE,R,96,534,793,7.411214953,0.673392182,FF,4-Seam Fastball,13.4,-13.7,0.3,2,8.3,-7.1,1.1,16,0.601010101,0.628787879
2024,"Brown, Ben",676962,Cubs,CHC,R,96.4,532,849,7.718181818,0.626619552,FF,4-Seam Fastball,13.1,-12.9,-0.1,-1,8.8,-6.7,2.1,31,0.492424242,0.775252525
2024,"Bibee, Tanner",676440,Guardians,CLE,R,86.1,532,2031,18.98130841,0.261939931,SL,Slider,32.9,-34.9,-2.1,-6,8.7,4.7,4,85,0.233552632,0.871710526
2024,"Heaney, Andrew",571760,Rangers,TEX,L,82.2,532,1857,17.03669725,0.286483576,SL,Slider,40.4,-39.8,0.6,2,2.7,7.4,-4.7,-64,0.572368421,0.036184211
2024,"Ragans, Cole",666142,Royals,KC,L,85.2,530,2136,19.59633028,0.248127341,CH,Changeup,25.5,-30.7,-5.2,-17,15.9,-13.7,2.2,16,0.049382716,0.851851852
2024,"Spence, Mitch",687765,Athletics,OAK,R,84.2,529,1528,13.89090909,0.346204188,SL,Slider,40,-37.2,2.9,8,15.2,5.8,9.4,163,0.832236842,0.993421053
2024,"Richards, Trevor",670950,Blue Jays,TOR,R,79.1,529,927,8.504587156,0.570658037,CH,Changeup,45.9,-36.3,9.6,27,12.6,-12.7,-0.1,-1,1,0.374485597
