year,"last_name, first_name",player_id,pitch_hand,api_pitch_type,n_pitches,release_speed,spin_rate,movement_inches,alan_active_spin_pct,active_spin,hawkeye_measured,movement_inferred,api_pitch_name,active_spin_formatted,hawkeye_measured_clock_minutes,movement_inferred_clock_minutes,diff_measured_inferred,diff2,diff_measured_inferred_minutes,hawkeye_measured_clock_hh,hawkeye_measured_clock_mm,movement_inferred_clock_hh,movement_inferred_clock_mm,diff_clock_hh,diff_clock_mm,hawkeye_measured_clock_label,movement_inferred_clock_label,diff_clock_label
,"Bradley, Taj",671737,R,FC,262,90.7,2308,8.5,0.386567131,0.511917872,161.9549366,131.7991024,Cutter,51,750,90,30.15583421,30.15583421,-60,12,30,1,30,1,0,12:30,1:30,-1H 00M
,"Fedde, Erick",607200,R,FC,575,90.1,2144,7,0.331898769,0.520174094,186.7220212,153.385191,Cutter,52,705,60,33.33683025,33.33683025,-75,11,45,1,0,1,15,11:45,1:00,-1H 15M
,"Gibson, Kyle",502043,R,FC,363,88.9,2329,9.2,0.422504239,0.595421985,190.4604481,161.9916842,Cutter,60,705,750,28.46876388,28.46876388,-45,11,45,12,30,0,45,11:45,12:30,-0H 45M
,"Kremer, Dean",665152,R,FC,312,86.9,2400,7.4,0.328358406,0.41252005,162.1872732,125.1834821,Cutter,41,750,105,37.0037911,37.0037911,-75,12,30,1,45,1,15,12:30,1:45,-1H 15M
,"Manaea, Sean",640455,L,FC,210,88.4,2043,6.9,0.327611658,0.525817013,159.2104084,181.9615223,Cutter,53,765,720,-22.75111391,22.75111391,45,12,45,12,0,0,45,12:45,12:00,+0H 45M
,"Nelson, Ryne",669194,R,FC,327,91.4,2193,8.3,0.401256061,0.65774005,184.8726819,175.581621,Cutter,66,705,735,9.29106092,9.29106092,-30,11,45,12,15,0,30,11:45,12:15,-0H 30M
,"Ober, Bailey",641927,R,FC,360,86.5,2071,6.9,0.327047762,0.516983696,179.6124859,143.4745815,Cutter,52,720,75,36.13790445,36.13790445,-75,12,0,1,15,1,15,12:00,1:15,-1H 15M
,"Ragans, Cole",666142,L,FC,248,91.2,2496,9.4,0.422943366,0.560975173,151.8852137,173.5342582,Cutter,56,60,735,-21.64904448,21.64904448,45,1,0,12,15,0,45,1:00,12:15,+0H 45M
,"Weaver, Luke",596133,R,FC,231,91.2,2493,12.6,0.561439165,0.611016796,189.1757012,165.4928587,Cutter,61,705,750,23.68284245,23.68284245,-45,11,45,12,30,0,45,11:45,12:30,-0H 45M
,"Assad, Javier",665871,R,FC,308,87.9,2069,8.4,0.397469316,0.551896426,175.5638423,147.650928,Cutter,55,735,60,27.91291427,27.91291427,-45,12,15,1,0,0,45,12:15,1:00,-0H 45M
,"Barnes, Jacob",606930,R,FC,339,89.8,2381,8.7,0.398315146,0.486166698,172.7691431,140.9714209,Cutter,49,735,75,31.79772212,31.79772212,-60,12,15,1,15,1,0,12:15,1:15,-1H 00M
,"Brown, Hunter",686613,R,FC,308,92.3,2317,10,0.459401994,0.579057731,180.8227558,152.2262853,Cutter,58,720,60,28.59647055,28.59647055,-60,12,0,1,0,1,0,12:00,1:00,-1H 00M
,"Chavez, Jesse",445926,R,FC,370,88.8,2209,12.2,0.57359207,0.700392233,211.5069877,187.9667332,Cutter,70,660,705,23.54025454,23.54025454,-45,11,0,11,45,0,45,11:00,11:45,-0H 45M
,"Civale, Aaron",650644,R,FC,553,88.1,2627,8.3,0.355784556,0.468872937,157.5536272,146.5359535,Cutter,47,765,60,11.01767371,11.01767371,-15,12,45,1,0,0,15,12:45,1:00,-0H 15M
,"Doval, Camilo",666808,R,FC,268,99.6,2403,12.9,0.603743752,0.682310298,222.129906,214.4218021,Cutter,68,630,645,7.70810392,7.70810392,-15,10,30,10,45,0,15,10:30,10:45,-0H 15M
,"Dunning, Dane",641540,R,FC,212,88.2,2194,9.9,0.460608214,0.667378599,200.2829957,175.5435071,Cutter,67,675,735,24.73948853,24.73948853,-60,11,15,12,15,1,0,11:15,12:15,-1H 00M
,"Flexen, Chris",623167,R,FC,503,87.3,2406,10.3,0.465151043,0.553052738,154.7562717,125.3930352,Cutter,55,765,105,29.3632365,29.3632365,-60,12,45,1,45,1,0,12:45,1:45,-1H 00M
,"Holton, Tyler",663947,L,FC,211,88,2327,8.3,0.377893602,0.452617292,181.0158761,210.9983444,Cutter,45,720,660,-29.98246835,29.98246835,60,12,0,11,0,1,0,12:00,11:00,+1H 00M
,"Keller, Mitch",656605,R,FC,241,90.6,2487,7.7,0.34801182,0.449245388,186.123542,150.9275319,Cutter,45,705,60,35.1960101,35.1960101,-75,11,45,1,0,1,15,11:45,1:00,-1H 15M
,"Myers, Tobias",668964,R,FC,261,89.4,2213,13.2,0.6237597,0.813464312,179.498683,164.6825535,Cutter,81,720,750,14.81612947,14.81612947,-30,12,0,12,30,0,30,12:00,12:30,-0H 30M
,"Spence, Mitch",687765,R,FC,561,90.9,2583,6.9,0.300483329,0.312617966,173.3815806,141.9704474,Cutter,31,735,75,31.41113317,31.41113317,-60,12,15,1,15,1,0,12:15,1:15,-1H 00M
,"Wheeler, Zack",554430,R,FC,208,90.9,2531,7.9,0.350836384,0.421336641,199.8196688,167.3924474,Cutter,42,675,750,32.42722139,32.42722139,-75,11,15,12,30,1,15,11:15,12:30,-1H 15M
,"Wilson, Bryse",669060,R,FC,456,88.8,2098,7.9,0.381984003,0.53364382,182.109295,152.2009999,Cutter,53,720,60,29.90829518,29.90829518,-60,12,0,1,0,1,0,12:00,1:00,-1H 00M
,"Bassitt, Chris",605135,R,FC,415,89.7,2241,8.8,0.407002709,0.54172443,198.428394,179.7789456,Cutter,54,690,720,18.64944836,18.64944836,-30,11,30,12,0,0,30,11:30,12:00,-0H 30M
,"Burnes, Corbin",669203,R,FC,881,95.4,2725,13.1,0.570463688,0.623426188,184.6869724,168.9237897,Cutter,62,705,735,15.7631827,15.7631827,-30,11,45,12,15,0,30,11:45,12:15,-0H 30M
,"Cortes, Nestor",641482,L,FC,599,87.2,2431,8.9,0.392804446,0.457701568,181.9962628,216.7846662,Cutter,46,720,645,-34.78840339,34.78840339,75,12,0,10,45,1,15,12:00,10:45,+1H 15M
,"Gilbert, Logan",669302,R,FC,273,92.2,2216,11.9,0.550512864,0.68961487,179.5148237,161.7078863,Cutter,69,720,750,17.80693734,17.80693734,-30,12,0,12,30,0,30,12:00,12:30,-0H 30M
,"Jansen, Kenley",445276,R,FC,487,92.2,2637,17.9,0.779558527,0.79106809,170.2714671,158.0182628,Cutter,79,735,765,12.25320435,12.25320435,-30,12,15,12,45,0,30,12:15,12:45,-0H 30M
,"Martinez, Nick",607259,R,FC,227,88.6,2383,9.9,0.444668885,0.534304366,193.186334,163.6433437,Cutter,53,690,750,29.54299031,29.54299031,-60,11,30,12,30,1,0,11:30,12:30,-1H 00M
,"Ortiz, Luis L.",682847,R,FC,243,91.3,2437,6.8,0.318879225,0.450038644,197.2166655,173.325146,Cutter,45,690,735,23.89151957,23.89151957,-45,11,30,12,15,0,45,11:30,12:15,-0H 45M
,"Quantrill, Cal",615698,R,FC,244,87.8,2334,6,0.307999262,0.386535535,176.9387616,136.7965481,Cutter,39,720,90,40.14221346,40.14221346,-90,12,0,1,30,1,30,12:00,1:30,-1H 30M
,"Slaten, Justin",686580,R,FC,247,91.2,2423,8.3,0.368709235,0.505372801,166.4789634,141.5244871,Cutter,51,750,75,24.95447638,24.95447638,-45,12,30,1,15,0,45,12:30,1:15,-0H 45M
,"Alvarado, José",621237,L,FC,267,92.6,2097,5.7,0.276953322,0.492274442,169.2533856,174.4992383,Cutter,49,735,735,-5.245852759,5.245852759,0,12,15,12,15,0,0,12:15,12:15, 0H 00M
,"Anderson, Chase",502624,R,FC,287,88.7,2444,7.5,0.3346654,0.459712561,175.9828781,147.0502831,Cutter,46,735,60,28.93259505,28.93259505,-45,12,15,1,0,0,45,12:15,1:00,-0H 45M
,"Anderson, Tyler",542881,L,FC,356,83.8,2319,11.1,0.492803426,0.557181959,174.8588765,202.3365551,Cutter,56,735,675,-27.47767861,27.47767861,60,12,15,11,15,1,0,12:15,11:15,+1H 00M
,"Clase, Emmanuel",661403,R,FC,529,99.3,2566,11.6,0.536551741,0.645745278,175.5087541,160.3432191,Cutter,65,735,765,15.16553496,15.16553496,-30,12,15,12,45,0,30,12:15,12:45,-0H 30M
,"Corbin, Patrick",571578,L,FC,361,84.3,2298,4.4,0.197964951,0.236475385,205.4882573,239.0971174,Cutter,24,675,600,-33.60886002,33.60886002,75,11,15,10,0,1,15,11:15,10:00,+1H 15M
,"Eovaldi, Nathan",543135,R,FC,230,91.7,2269,8.2,0.382191375,0.656160698,199.4361186,178.1561814,Cutter,66,675,720,21.27993721,21.27993721,-45,11,15,12,0,0,45,11:15,12:00,-0H 45M
,"Faucher, Calvin",676534,R,FC,255,91.3,2833,5.5,0.230408389,0.225397771,123.3857433,91.99646094,Cutter,23,120,180,31.38928239,31.38928239,-60,2,0,3,0,1,0,2:00,3:00,-1H 00M
,"Montas, Frankie",593423,R,FC,277,90.2,2389,6,0.274325342,0.480961017,179.487509,154.6039719,Cutter,48,720,765,24.8835371,24.8835371,-45,12,0,12,45,0,45,12:00,12:45,-0H 45M
,"Muñoz, Roddery",682610,R,FC,252,89.8,2342,6.9,0.31137493,0.451392084,203.6442024,187.6408807,Cutter,45,675,705,16.00332169,16.00332169,-30,11,15,11,45,0,30,11:15,11:45,-0H 30M
,"Pérez, Martín",527048,L,FC,346,88.4,2207,12.3,0.577995476,0.727407915,153.9391108,173.2383927,Cutter,73,765,735,-19.2992819,19.2992819,30,12,45,12,15,0,30,12:45,12:15,+0H 30M
,"Schmidt, Clarke",657376,R,FC,363,92.4,2730,8.5,0.359965207,0.410168805,192.2190973,159.1687369,Cutter,41,690,765,33.05036038,33.05036038,-75,11,30,12,45,1,15,11:30,12:45,-1H 15M
,"Stroman, Marcus",573186,R,FC,361,88,2540,5.4,0.237492425,0.281585056,187.3163809,158.0399703,Cutter,28,705,765,29.27641059,29.27641059,-60,11,45,12,45,1,0,11:45,12:45,-1H 00M
,"Suárez, Albert",544150,R,FC,253,86.4,2199,7.8,0.358977633,0.445876917,194.304337,158.8147984,Cutter,45,690,765,35.4895386,35.4895386,-75,11,30,12,45,1,15,11:30,12:45,-1H 15M
,"Suárez, Ranger",624133,L,FC,208,86.6,2076,6,0.287399236,0.340745112,187.8506635,225.1185625,Cutter,34,705,630,-37.26789898,37.26789898,75,11,45,10,30,1,15,11:45,10:30,+1H 15M
,"Sánchez, Sixto",664350,R,FC,211,83.6,2301,7,0.311918025,0.301627356,129.3396913,98.84583884,Cutter,30,105,165,30.49385246,30.49385246,-60,1,45,2,45,1,0,1:45,2:45,-1H 00M
,"Alexander, Tyler",641302,L,FC,323,84.5,2369,8,0.354916357,0.4140359,184.0152267,216.9488452,Cutter,41,705,645,-32.93361852,32.93361852,60,11,45,10,45,1,0,11:45,10:45,+1H 00M
,"Armstrong, Shawn",542888,R,FC,224,90.2,2496,9.3,0.414212933,0.509288243,171.8297522,144.7827836,Cutter,51,735,75,27.04696856,27.04696856,-60,12,15,1,15,1,0,12:15,1:15,-1H 00M
,"Ashcraft, Graham",668933,R,FC,639,95.6,2417,9.4,0.443928847,0.56571801,198.5644675,172.0020609,Cutter,57,690,735,26.56240658,26.56240658,-45,11,30,12,15,0,45,11:30,12:15,-0H 45M
,"Crawford, Kutter",676710,R,FC,547,87.5,2472,9.8,0.425537777,0.49024845,175.1870931,143.7453798,Cutter,49,735,75,31.44171327,31.44171327,-60,12,15,1,15,1,0,12:15,1:15,-1H 00M
,"Crochet, Garrett",676979,L,FC,488,91.4,2574,7.1,0.312438665,0.40374373,189.9352491,221.8906921,Cutter,40,705,630,-31.95544308,31.95544308,75,11,45,10,30,1,15,11:45,10:30,+1H 15M
,"Funderburk, Kody",681892,L,FC,266,92.2,2305,10.2,0.473098244,0.578694254,164.6392649,191.7630001,Cutter,58,750,690,-27.12373512,27.12373512,60,12,30,11,30,1,0,12:30,11:30,+1H 00M
,"Robertson, David",502085,R,FC,430,93.6,2615,16.8,0.750949195,0.762022755,191.0022891,175.9720732,Cutter,76,705,735,15.03021592,15.03021592,-30,11,45,12,15,0,30,11:45,12:15,-0H 30M
,"Taillon, Jameson",592791,R,FC,355,86.8,2544,9.3,0.406911035,0.489823906,165.3919018,136.3817053,Cutter,49,750,90,29.01019659,29.01019659,-60,12,30,1,30,1,0,12:30,1:30,-1H 00M
,"Winckowski, Josh",670174,R,FC,263,89.9,2193,5.5,0.257182273,0.339330514,143.0104339,107.6286334,Cutter,34,75,150,35.38180044,35.38180044,-75,1,15,2,30,1,15,1:15,2:30,-1H 15M
,"Cabrera, Génesis",650893,L,FC,239,88.5,2095,3.5,0.166878722,0.501586556,169.9526662,186.6044772,Cutter,50,735,705,-16.65181096,16.65181096,30,12,15,11,45,0,30,12:15,11:45,+0H 30M
,"Arrighetti, Spencer",681293,R,FC,303,87.9,2504,8.5,0.367794383,0.442736661,174.8784752,146.3671082,Cutter,44,735,60,28.51136704,28.51136704,-45,12,15,1,0,0,45,12:15,1:00,-0H 45M
,"Cleavinger, Garrett",664076,L,FC,223,90.7,2527,7.4,0.33349431,0.381063425,182.8901545,215.8741508,Cutter,38,720,645,-32.98399626,32.98399626,75,12,0,10,45,1,15,12:00,10:45,+1H 15M
,"Hoffman, Jeff",656546,R,FF,259,96.5,2594,21.1,0.945776714,0.975268817,218.4522846,217.9889598,4-Seam Fastball,98,645,645,0.463324735,0.463324735,0,10,45,10,45,0,0,10:45,10:45, 0H 00M
,"Herz, DJ",687792,L,FF,352,93.4,2318,19.3,0.928323177,0.985933112,140.6235933,141.9725133,4-Seam Fastball,99,75,75,-1.348919965,1.348919965,0,1,15,1,15,0,0,1:15,1:15, 0H 00M
,"Gil, Luis",661563,R,FF,919,96.7,2457,17.8,0.81233693,0.842914873,202.1027286,198.7304725,4-Seam Fastball,84,675,690,3.372256079,3.372256079,-15,11,15,11,30,0,15,11:15,11:30,-0H 15M
,"Gray, Jon",592351,R,FF,653,94.9,2024,16.8,0.84940886,0.95266092,218.4934188,220.7125693,4-Seam Fastball,95,645,645,-2.219150558,2.219150558,0,10,45,10,45,0,0,10:45,10:45, 0H 00M
,"Puk, A.J.",640462,L,FF,286,95,2252,17.6,0.82502022,0.882959736,133.8381142,143.738056,4-Seam Fastball,88,90,75,-9.899941782,9.899941782,15,1,30,1,15,0,15,1:30,1:15,+0H 15M
,"Ryan, Joe",657746,R,FF,861,94.1,2275,18,0.850434455,0.959719944,224.8370546,222.7581415,4-Seam Fastball,96,630,630,2.07891312,2.07891312,0,10,30,10,30,0,0,10:30,10:30, 0H 00M
,"Sears, JP",676664,L,FF,584,92.2,2107,18.6,0.891963685,0.9582335,133.2607466,138.5746601,4-Seam Fastball,96,90,90,-5.313913506,5.313913506,0,1,30,1,30,0,0,1:30,1:30, 0H 00M
,"Boyle, Joe",671212,R,FF,319,96.6,2461,16.2,0.724119258,0.778523503,195.9111828,189.6055288,4-Seam Fastball,78,690,705,6.305654022,6.305654022,-15,11,30,11,45,0,15,11:30,11:45,-0H 15M
,"Brown, Ben",676962,R,FF,530,96.4,2222,18.3,0.877397641,0.956875152,212.9761857,210.0916766,4-Seam Fastball,96,660,660,2.884509069,2.884509069,0,11,0,11,0,0,0,11:00,11:00, 0H 00M
,"Fried, Max",608331,L,FF,532,93.8,2208,10.1,0.485939553,0.646022241,165.3420146,183.3089568,4-Seam Fastball,65,750,720,-17.96694223,17.96694223,30,12,30,12,0,0,30,12:30,12:00,+0H 30M
,"Lugo, Seth",607625,R,FF,494,92.3,2368,16.3,0.768015995,0.837641327,211.9620808,204.7561022,4-Seam Fastball,84,660,675,7.205978674,7.205978674,-15,11,0,11,15,0,15,11:00,11:15,-0H 15M
,"Rea, Colin",607067,R,FF,291,92.7,2181,14.6,0.704287907,0.819064999,210.5390712,206.0647975,4-Seam Fastball,82,660,675,4.474273728,4.474273728,-15,11,0,11,15,0,15,11:00,11:15,-0H 15M
,"Vest, Will",676684,R,FF,397,95.8,2143,17.7,0.873385906,0.941630693,219.3984318,213.9104463,4-Seam Fastball,94,645,645,5.48798544,5.48798544,0,10,45,10,45,0,0,10:45,10:45, 0H 00M
,"Woo, Bryan",693433,R,FF,361,94.7,2253,17.4,0.807060446,0.913334415,224.201297,216.8794488,4-Seam Fastball,91,630,645,7.321848184,7.321848184,-15,10,30,10,45,0,15,10:30,10:45,-0H 15M
,"Adam, Jason",592094,R,FF,274,95.4,2663,19.9,0.881647509,0.876508192,210.8545359,204.8244492,4-Seam Fastball,88,660,675,6.030086683,6.030086683,-15,11,0,11,15,0,15,11:00,11:15,-0H 15M
,"Booser, Cam",592155,L,FF,216,95.4,2086,17.3,0.859445887,0.976360766,149.1270123,153.7583825,4-Seam Fastball,98,60,765,-4.631370239,4.631370239,15,1,0,12,45,0,15,1:00,12:45,+0H 15M
,"Estes, Joey",683155,R,FF,608,92.6,2399,18.5,0.839532545,0.908959757,213.1094897,210.725294,4-Seam Fastball,91,660,660,2.384195661,2.384195661,0,11,0,11,0,0,0,11:00,11:00, 0H 00M
,"Faedo, Alex",656412,R,FF,270,94,2468,17.9,0.815651888,0.907147559,214.1437831,207.2979635,4-Seam Fastball,91,645,660,6.845819585,6.845819585,-15,10,45,11,0,0,15,10:45,11:00,-0H 15M
,"Gallen, Zac",668678,R,FF,695,93.4,2293,16.9,0.81597178,0.850944345,205.6000932,195.3387442,4-Seam Fastball,85,675,690,10.26134902,10.26134902,-15,11,15,11,30,0,15,11:15,11:30,-0H 15M
,"Gray, Sonny",543243,R,FF,390,92.5,2536,11.8,0.529947639,0.624997141,197.590598,172.7789027,4-Seam Fastball,62,690,735,24.8116953,24.8116953,-45,11,30,12,15,0,45,11:30,12:15,-0H 45M
,"Green, Chad",643338,R,FF,292,95.3,2480,19.4,0.882694177,0.934200964,209.2510963,205.4402868,4-Seam Fastball,93,660,675,3.810809479,3.810809479,-15,11,0,11,15,0,15,11:00,11:15,-0H 15M
,"Irvin, Cole",608344,L,FF,405,92,2031,19.4,0.946047959,0.977862589,138.4539175,138.742064,4-Seam Fastball,98,90,90,-0.288146545,0.288146545,0,1,30,1,30,0,0,1:30,1:30, 0H 00M
,"Irvin, Jake",663623,R,FF,694,94.1,2386,17.2,0.7998801,0.861802988,222.155302,216.4053423,4-Seam Fastball,86,630,645,5.749959697,5.749959697,-15,10,30,10,45,0,15,10:30,10:45,-0H 15M
,"Latz, Jacob",656641,L,FF,346,94.9,2337,19,0.896580734,0.961723731,156.2492963,161.9046428,4-Seam Fastball,96,765,750,-5.655346417,5.655346417,15,12,45,12,30,0,15,12:45,12:30,+0H 15M
,"Lively, Ben",594902,R,FF,472,89.9,2008,17.2,0.84689953,0.969700998,213.6507057,211.193856,4-Seam Fastball,97,660,660,2.456849691,2.456849691,0,11,0,11,0,0,0,11:00,11:00, 0H 00M
,"Lynn, Lance",458681,R,FF,829,92.4,2462,13,0.593238364,0.732019757,210.2621593,197.7363485,4-Seam Fastball,73,660,690,12.52581078,12.52581078,-30,11,0,11,30,0,30,11:00,11:30,-0H 30M
,"Marsh, Alec",679525,R,FF,602,94.2,2510,17.5,0.79945858,0.836058054,219.6691763,215.0491166,4-Seam Fastball,84,645,645,4.620059646,4.620059646,0,10,45,10,45,0,0,10:45,10:45, 0H 00M
,"Mazur, Adam",800049,R,FF,229,94.6,2107,17.4,0.846643051,0.921017835,208.3719134,197.7799117,4-Seam Fastball,92,660,690,10.59200171,10.59200171,-30,11,0,11,30,0,30,11:00,11:30,-0H 30M
,"Mears, Nick",683232,R,FF,485,96.7,2310,17.5,0.907103583,0.97536331,193.5589162,188.6894299,4-Seam Fastball,98,690,705,4.869486299,4.869486299,-15,11,30,11,45,0,15,11:30,11:45,-0H 15M
,"Mize, Casey",663554,R,FF,545,95.6,2257,17.6,0.839851278,0.958039388,210.5263579,206.7862329,4-Seam Fastball,96,660,660,3.740125009,3.740125009,0,11,0,11,0,0,0,11:00,11:00, 0H 00M
,"Moore, Matt",519043,L,FF,349,92.8,2250,20,0.939285456,0.982732522,141.9012354,146.8685238,4-Seam Fastball,98,75,60,-4.967288377,4.967288377,15,1,15,1,0,0,15,1:15,1:00,+0H 15M
,"Nola, Aaron",605400,R,FF,522,92.3,2279,18.4,0.865267314,0.934692126,224.6392337,221.5147075,4-Seam Fastball,93,630,630,3.124526181,3.124526181,0,10,30,10,30,0,0,10:30,10:30, 0H 00M
,"Sale, Chris",519242,L,FF,673,94.9,2240,18,0.87389921,0.961400808,115.0889148,121.3616537,4-Seam Fastball,96,135,120,-6.272738894,6.272738894,15,2,15,2,0,0,15,2:15,2:00,+0H 15M
,"Sims, Lucas",608371,R,FF,226,94.2,2617,17.6,0.788001632,0.860291667,205.014332,195.8676249,4-Seam Fastball,86,675,690,9.146707047,9.146707047,-15,11,15,11,30,0,15,11:15,11:30,-0H 15M
,"Smith, Cade",671922,R,FF,508,95.9,2275,18,0.862807782,0.950606625,213.4294996,208.6162897,4-Seam Fastball,95,660,660,4.813209901,4.813209901,0,11,0,11,0,0,0,11:00,11:00, 0H 00M
,"Vesia, Alex",681911,L,FF,473,93.5,2401,20.8,0.964402475,0.995172119,161.1281096,161.7653365,4-Seam Fastball,100,765,750,-0.637226919,0.637226919,15,12,45,12,30,0,15,12:45,12:30,+0H 15M
,"Webb, Jacob",657097,R,FF,322,93.5,2463,18.9,0.853286965,0.881389861,220.9886652,212.1644921,4-Seam Fastball,88,645,660,8.824173121,8.824173121,-15,10,45,11,0,0,15,10:45,11:00,-0H 15M
,"Wentz, Joey",666214,L,FF,308,94,2257,19,0.906982123,0.953637014,150.4337238,153.9452338,4-Seam Fastball,95,60,765,-3.51151002,3.51151002,15,1,0,12,45,0,15,1:00,12:45,+0H 15M
,"Abreu, Bryan",650556,R,FF,402,96.6,2343,17.6,0.820447823,0.857588406,208.5954147,202.5754893,4-Seam Fastball,86,660,675,6.019925358,6.019925358,-15,11,0,11,15,0,15,11:00,11:15,-0H 15M
,"Akin, Keegan",669211,L,FF,472,93.7,2412,20.6,0.94212215,0.947334529,145.5440742,149.8843047,4-Seam Fastball,95,75,60,-4.340230502,4.340230502,15,1,15,1,0,0,15,1:15,1:00,+0H 15M
,"Allen, Logan",671106,L,FF,719,91.2,2120,17.4,0.844266869,0.922929638,154.2696601,149.2365309,4-Seam Fastball,92,765,60,5.03312917,5.03312917,-15,12,45,1,0,0,15,12:45,1:00,-0H 15M
,"Avila, Pedro",658648,R,FF,325,93.8,2263,12.8,0.617036315,0.750846737,208.4767831,192.7686558,4-Seam Fastball,75,660,690,15.70812727,15.70812727,-30,11,0,11,30,0,30,11:00,11:30,-0H 30M
,"Beeks, Jalen",656222,L,FF,442,94.6,2190,15.7,0.826851217,0.94537679,152.4746795,160.2943528,4-Seam Fastball,95,60,765,-7.819673313,7.819673313,15,1,0,12,45,0,15,1:00,12:45,+0H 15M
,"Bradley, Taj",671737,R,FF,553,96.3,2290,19,0.886713447,0.945167994,200.9668773,197.5696674,4-Seam Fastball,95,675,690,3.397209883,3.397209883,-15,11,15,11,30,0,15,11:15,11:30,-0H 15M
,"Cease, Dylan",656302,R,FF,951,97,2570,18.2,0.824407527,0.875297423,189.2600053,188.3554576,4-Seam Fastball,88,705,705,0.904547673,0.904547673,0,11,45,11,45,0,0,11:45,11:45, 0H 00M
,"Cole, Gerrit",543037,R,FF,283,95.9,2363,18.3,0.856969762,0.919827596,207.7326846,201.8315323,4-Seam Fastball,92,660,675,5.901152284,5.901152284,-15,11,0,11,15,0,15,11:00,11:15,-0H 15M
,"Dubin, Shawn",681869,R,FF,260,94.8,2345,18.8,0.864647981,0.91675283,217.8382644,212.8296169,4-Seam Fastball,92,645,660,5.008647481,5.008647481,-15,10,45,11,0,0,15,10:45,11:00,-0H 15M
,"Duran, Jhoan",661395,R,FF,210,100.5,2022,17.1,0.885237301,0.984980451,228.8497565,228.7475106,4-Seam Fastball,98,615,630,0.102245911,0.102245911,-15,10,15,10,30,0,15,10:15,10:30,-0H 15M
,"Díaz, Edwin",621242,R,FF,227,97.3,2342,19,0.88241848,0.955527469,233.1600971,228.4008086,4-Seam Fastball,96,615,630,4.759288445,4.759288445,-15,10,15,10,30,0,15,10:15,10:30,-0H 15M
,"Gibson, Kyle",502043,R,FF,221,91.4,2245,16.1,0.761163338,0.857097766,206.3392533,196.7203884,4-Seam Fastball,86,660,690,9.618864919,9.618864919,-30,11,0,11,30,0,30,11:00,11:30,-0H 30M
,"Henry, Tommy",674072,L,FF,226,89.8,2157,17,0.834190716,0.904104761,142.8455003,151.09734,4-Seam Fastball,90,75,60,-8.251839698,8.251839698,15,1,15,1,0,0,15,1:15,1:00,+0H 15M
,"Jax, Griffin",643377,R,FF,210,97,2497,16.8,0.777187781,0.817472217,208.6537165,200.8144673,4-Seam Fastball,82,660,675,7.839249153,7.839249153,-15,11,0,11,15,0,15,11:00,11:15,-0H 15M
,"Jones, Jared",683003,R,FF,674,97.2,2538,18.6,0.862197963,0.914938652,213.609741,207.1560181,4-Seam Fastball,91,660,660,6.453722844,6.453722844,0,11,0,11,0,0,0,11:00,11:00, 0H 00M
,"Keller, Brad",641745,R,FF,216,93.6,2233,13.1,0.627001381,0.715974817,190.2445594,173.5091502,4-Seam Fastball,72,705,735,16.73540913,16.73540913,-30,11,45,12,15,0,30,11:45,12:15,-0H 30M
,"Kremer, Dean",665152,R,FF,381,93.4,2285,19.3,0.902484616,0.971131357,209.676865,205.5442788,4-Seam Fastball,97,660,675,4.132586199,4.132586199,-15,11,0,11,15,0,15,11:00,11:15,-0H 15M
,"Little, Luke",681432,L,FF,315,95.8,2241,12.7,0.608776084,0.709736134,132.6603439,131.6741694,4-Seam Fastball,71,90,90,0.986174515,0.986174515,0,1,30,1,30,0,0,1:30,1:30, 0H 00M
,"Lodolo, Nick",666157,L,FF,632,94.1,2368,20.3,0.942337825,0.989754468,116.186894,116.2183915,4-Seam Fastball,99,135,135,-0.031497535,0.031497535,0,2,15,2,15,0,0,2:15,2:15, 0H 00M
,"Maeda, Kenta",628317,R,FF,320,90.5,2290,16.6,0.76815942,0.866630698,215.669179,206.8982037,4-Seam Fastball,87,645,660,8.77097528,8.77097528,-15,10,45,11,0,0,15,10:45,11:00,-0H 15M
,"Manaea, Sean",640455,L,FF,210,92.7,2004,18,0.87450392,0.966443282,133.7679677,135.3651131,4-Seam Fastball,97,90,90,-1.597145382,1.597145382,0,1,30,1,30,0,0,1:30,1:30, 0H 00M
,"Matsui, Yuki",673513,L,FF,295,92.1,2418,20,0.904426911,0.948150618,162.0579744,167.4101873,4-Seam Fastball,95,750,750,-5.352212918,5.352212918,0,12,30,12,30,0,0,12:30,12:30, 0H 00M
,"Medina, Luis",665622,R,FF,304,95.9,2370,16.2,0.763874943,0.821345675,214.7285115,205.1853269,4-Seam Fastball,82,645,675,9.543184549,9.543184549,-30,10,45,11,15,0,30,10:45,11:15,-0H 30M
,"Miller, Erik",669062,L,FF,387,96.8,2270,17.9,0.848222483,0.939313077,141.9726687,149.9594267,4-Seam Fastball,94,75,60,-7.986758022,7.986758022,15,1,15,1,0,0,15,1:15,1:00,+0H 15M
,"Muller, Kyle",666205,L,FF,313,92.5,2370,15.1,0.68166543,0.756463574,164.1662855,174.9966238,4-Seam Fastball,76,750,735,-10.83033828,10.83033828,15,12,30,12,15,0,15,12:30,12:15,+0H 15M
,"Nelson, Ryne",669194,R,FF,849,95,2220,18.6,0.907496136,0.972987227,200.1642793,199.3946272,4-Seam Fastball,97,675,675,0.769652099,0.769652099,0,11,15,11,15,0,0,11:15,11:15, 0H 00M
